111	991111336,1116171372
80	2850632119,2976227634
115	3869413203,2048967130
123	1733750815,2533933108
86	1615760985,1588176835
12	3257196287,3584051569
69	2280547653,2741982603
88	3429585970,2610964014
42	208623744,3605306832
49	185781438,2736604422
47	3028197618,2220976475
21	374482088,330929267
128	1513466373,3642681032
128	1119678376,3225160756
43	2760033376,3318918872
62	3066711573,3114132899
68	349158680,4062646406
30	2469580449,4240064998
29	2378230214,2904369932
132	1012090320,2426977773
59	2736872407,2511416663
69	362216004,2333338827
80	680558477,1837754409
41	645686682,3589943470
115	1797814820,2430317810
33	644389776,3521085511
50	2988679512,3539259624
101	3717702323,3790558310
50	424511232,3626787971
54	1107056612,1773442498
31	3025315577,1248312228
28	888422093,3013278186
85	3462567725,3131064012
81	3857088080,2257645852
25	266222156,1661456577
128	3077429282,1895466329
33	4069352465,1706234823
80	2897537086,698075533
8	3146886410,4219346477
52	4282337196,3898079154
3	683159765,1440487601
72	2797944313,3400564642
5	3132373374,3202618299
42	3815144535,2377263429
114	232489710,7166219
59	1348768892,4251259740
129	1078991321,2395211560
129	749586845,3599302588
53	819244225,3849679067
37	2371521805,1676622410
68	2265295863,3463892508
115	1194732953,2763070959
77	3142485592,3417302926
133	2357588397,2237003912
35	499624791,790821821
71	1034788205,1651484296
120	1193789487,2188053696
114	1518732802,2004128592
46	1067621259,2410885287
114	906353157,1053082296
8	3432463947,1702991015
14	3154879385,1910898752
28	1272880230,3544141428
8	3125864774,3649312647
12	445150002,2146647521
72	1279834846,1303476578
50	3831629897,1719155693
19	2569301285,373236367
30	131215040,2937781534
54	610934646,3396242624
51	1017499768,573197232
62	1046232344,1978368982
52	1034020480,3384999203
111	1618158456,2895827200
21	11967393,3052364456
51	106662994,2647595226
109	1840943742,1189961463
126	3701961805,1500801813
64	164721586,1583384384
85	2087735087,1118243210
39	1732086086,1626132487
29	106075167,286241296
43	3030552438,3099074854
19	3252125023,3317771873
21	3463039258,3890819228
13	3600506002,2898874897
95	1373956314,3975917232
66	68084542,502044256
126	3745937595,1067985874
85	2202540713,3316407029
42	1745273171,3933474518
45	936083848,1624873426
12	1724873293,2499762333
94	2076953112,3680328113
101	354839826,1824250748
22	958309638,1889874934
26	115083436,588604831
79	3156327030,3822460428
111	2871275973,1322530640
2	1665150132,2904589701
80	268039570,614741231
17	2609146089,3150377850
114	2579144671,2270189442
8	131134880,3601647100
26	2076683570,182239887
21	3524466321,638427436
41	721254617,336101674
19	1580776416,1092323642
128	3497733678,3210874214
30	791964417,426125439
51	3770402719,2126433623
33	1968821193,377647462
81	4182451815,3403432917
52	20129511,2296402711
66	2435535612,2260094943
85	1833927610,147696027
80	1336197546,1055241434
4	3276715721,320559769
83	2108561408,3654846514
60	409287415,1801677037
1	416192912,1022828278
127	2444750930,2041016592
8	964763299,3637176491
132	2169271189,3067268273
128	2850625793,2874387140
132	1080722983,465505624
2	153958977,1777947134
38	2378076409,4171861736
111	1434142539,655649179
48	2833646835,13111802
129	3564246543,3158083066
127	2048551360,1968393474
77	3688123692,3469437308
69	3457246881,3973339278
61	1769024543,1388902524
88	1120586446,1732255808
3	981703491,2978606714
50	1062025421,173660354
21	1091963111,2569617646
30	2965287170,198985946
22	3859460054,3378955939
78	2221183283,1566818728
2	1703957743,1726181066
11	3861243346,683925564
2	974439,1802093588
49	1776376470,3580734952
60	2534180887,1414983776
51	1798025716,4232666286
60	3579406136,2620041889
30	3278670477,2331586799
75	611626670,2386235331
72	3406343004,1663359510
65	1872974418,1221530272
57	1216412072,3939929813
36	2198176671,835501166
3	3560290475,2503863741
64	1700953268,3334068964
37	801893533,938981230
47	505359451,3536538464
68	473074994,2156613121
114	3524625985,1623564509
63	3243928687,3398344697
30	3077039778,3234340419
6	1206733964,3911809509
34	210028111,3266366742
72	1554885915,4224261799
88	1374391547,2380760370
62	727314827,3894656668
109	1736300841,1341007307
42	3108475939,3285872655
101	1630562245,1999417866
9	3851505997,1541437158
88	178524485,4015266595
12	3539453302,3598324947
47	59762179,1803476723
54	2904176085,2862727919
3	1576402363,3008687331
49	2025940427,3625427422
30	2283084471,3725716771
19	4024622478,676450073
66	1827252299,3257098025
